name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition
"Стиральный порошок Tide Аквапудра Color, 3 кг",699.99,399.99,3.0,кг,43.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Стиральный порошок Tide Аквапудра Альпийская свежесть, 3 кг",699.99,399.99,3.0,кг,43.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Пельмени Бульмени, с говядиной и свининой, Горячая штучка, 900 г",339.98,169.99,900.0,г,50.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,1+1
"Филе куриное, Петелинка, 1 кг",342.49,289.9,1.0,кг,16.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Кофе Jacobs Monarch, растворимый, 210 г",829.99,399.99,210.0,г,52.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Кукуруза молодая, Bonduelle, 400 г",163.99,89.9,400.0,г,46.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Мука Макфа, 2 кг",139.99,99.99,2.0,кг,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Батончики, РотФронт, 250 г",189.99,99.99,250.0,г,48.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Сервелат Финский, Папа Может, 350 г",269.8,134.9,350.0,г,50.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,1+1
"Горошек, нежный, Bonduelle, 400 г",129.99,89.9,400.0,г,31.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Сливки Домик в Деревне, стерилизованные, 10%, 480 мл",129.99,109.99,480.0,мл,16.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Зубная паста Colgаtе, макс фреш, взрывная мята, 100 мл",263.99,149.99,100.0,мл,44.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Зубная паста Colgаtе, макс блеск, кристальная мята, 100 мл",263.99,149.99,100.0,мл,44.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шампунь Shauma, мягкий , 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шампунь Shauma, питание , 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шампунь Shauma, 7 трав, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шампунь Shauma, ежедневный уход, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шампунь Shauma, протеин, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Киви Микс, 1,5 л",94.99,74.99,1.5,л,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Бальзам для волос Shauma, 7 трав, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Печенье Юбилейное, с овсяными хлопьями, 268 г",99.99,64.99,268.0,г,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, рагу, лосось, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Семечки, белые, соленые, от Мартина, 100 г",57.49,49.99,100.0,г,14.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шоколад Milka, клубника, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шоколад Milka, молочный, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Actimel, черника-ежевика, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Чипсы Lays, паприка, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, рагу, телятина, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Actimel, кисломолочный, натуральный, Danone, 1,6%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Средство для мытья посуды Synergetic, алоэ вера, 0,5 л",159.99,99.99,0.5,л,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шоколад Truffles, трюфельный, трюфельный, с начинкой, Коммунарка, 200 г",139.99,119.99,200.0,г,15.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Чипсы Lays, зеленый лук, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, паштет, курица-индейка, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, рагу, курица, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Actimel, гранат, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Actimel, ягодный микс, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, желе, говядина-кролик, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, паштет, говядина-печень, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, желе, курица-индейка, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Actimel Kids, клубника-банан, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Сардина Fish House Иваси, 245 г",89.99,69.99,245.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Альфа Кола, 1,5 л",94.99,74.99,1.5,л,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, паштет, индейка-кролик, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Печенье Юбилейное, традиционное, 268 г",99.99,64.9,268.0,г,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, желе, курица, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Круассаны 7Days, крем-какао, 300 г",164.99,119.99,300.0,г,28.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Корм для кошек Whiskas, рагу, индейка-кролик, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Шоколад Milka, с цельным фундуком, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Напиток Actimel, клубника, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Чипсы Lays, картофель с солью, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,0,2022-10-17,
"Стиральный порошок Tide Аквапудра Color, 3 кг",699.99,399.99,3.0,кг,43.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Стиральный порошок Tide Аквапудра Альпийская свежесть, 3 кг",699.99,399.99,3.0,кг,43.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Пельмени Бульмени, с говядиной и свининой, Горячая штучка, 900 г",339.98,169.99,900.0,г,50.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,1+1
"Филе куриное, Петелинка, 1 кг",342.49,289.9,1.0,кг,16.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Кофе Jacobs Monarch, растворимый, 210 г",829.99,399.99,210.0,г,52.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Кукуруза молодая, Bonduelle, 400 г",163.99,89.9,400.0,г,46.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Мука Макфа, 2 кг",139.99,99.99,2.0,кг,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Батончики, РотФронт, 250 г",189.99,99.99,250.0,г,48.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Сервелат Финский, Папа Может, 350 г",269.8,134.9,350.0,г,50.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,1+1
"Горошек, нежный, Bonduelle, 400 г",129.99,89.9,400.0,г,31.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Сливки Домик в Деревне, стерилизованные, 10%, 480 мл",129.99,109.99,480.0,мл,16.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Зубная паста Colgаtе, макс фреш, взрывная мята, 100 мл",263.99,149.99,100.0,мл,44.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Зубная паста Colgаtе, макс блеск, кристальная мята, 100 мл",263.99,149.99,100.0,мл,44.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шампунь Shauma, мягкий , 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шампунь Shauma, питание , 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шампунь Shauma, 7 трав, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шампунь Shauma, ежедневный уход, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шампунь Shauma, протеин, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Киви Микс, 1,5 л",94.99,74.99,1.5,л,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Бальзам для волос Shauma, 7 трав, 370 мл",229.99,169.99,370.0,мл,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Печенье Юбилейное, с овсяными хлопьями, 268 г",99.99,64.99,268.0,г,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, рагу, лосось, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Семечки, белые, соленые, от Мартина, 100 г",57.49,49.99,100.0,г,14.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шоколад Milka, клубника, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шоколад Milka, молочный, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Actimel, черника-ежевика, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Чипсы Lays, паприка, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, рагу, телятина, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Actimel, кисломолочный, натуральный, Danone, 1,6%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Средство для мытья посуды Synergetic, алоэ вера, 0,5 л",159.99,99.99,0.5,л,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шоколад Truffles, трюфельный, трюфельный, с начинкой, Коммунарка, 200 г",139.99,119.99,200.0,г,15.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Чипсы Lays, зеленый лук, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, паштет, курица-индейка, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, рагу, курица, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Actimel, гранат, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Actimel, ягодный микс, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, желе, говядина-кролик, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, паштет, говядина-печень, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, желе, курица-индейка, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Actimel Kids, клубника-банан, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Сардина Fish House Иваси, 245 г",89.99,69.99,245.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Альфа Кола, 1,5 л",94.99,74.99,1.5,л,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, паштет, индейка-кролик, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Печенье Юбилейное, традиционное, 268 г",99.99,64.9,268.0,г,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, желе, курица, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Круассаны 7Days, крем-какао, 300 г",164.99,119.99,300.0,г,28.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Корм для кошек Whiskas, рагу, индейка-кролик, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Шоколад Milka, с цельным фундуком, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Напиток Actimel, клубника, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Чипсы Lays, картофель с солью, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,1,2022-10-17,
"Средство для мытья посуды Synergetic, сочный лимон, 0,5 л",159.99,99.99,0.5,л,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Чипсы Lays, лобстер, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Напиток Actimel, земляника-шиповник, Danone, 1,5%, 95 г",37.99,26.99,95.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Корм для кошек Whiskas, желе, говядина-ягненок, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Чипсы Lays, сметана и лук, 140 г",149.99,119.99,140.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Шоколад Milka, молочный, с фундуком, 85 г",89.99,69.99,85.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Корм для кошек Whiskas, паштет, утка, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Корм для кошек Whiskas, рагу, курица, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Корм для кошек Whiskas, желе, лосось, 75 г",26.99,19.99,75.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Шоколад Milka, молочный, с карамельной начинкой, 90 г",89.99,69.99,90.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,5ka,2,2022-10-17,
"Стиральный порошок PERSIL®, Колор, автомат, Свежесть от Вернель, 3кг",1399.99,429.99,3.0,кг,70.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Шпикачки ДЛЯ ЗАВТРАКА вареные (Мясницкий), 500г",306.29,124.99,500.0,г,60.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Шпикачки ДЛЯ ЗАВТРАКА вареные (Мясницкий), 500г",306.39,124.99,500.0,г,60.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Бублики УКРАИНСКИЕ (Каравай), 200г",59.99,24.99,200.0,г,59.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Арахис ЧИКО&РИКО со вкусом бекона, 130г",149.99,74.99,130.0,г,51.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Колбаса ДЕЛИКАЙЗЕР Три мяса вареная (Атяшево), 400г",272.59,139.99,400.0,г,49.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Виноград МОЯ ЦЕНА сушеный, 100г",109.49,47.99,100.0,г,57.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Кофе НЕСКАФЕ Голд, сублимированный с молотым, 190г",979.99,399.99,190.0,г,60.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Пельмени ЦЕЗАРЬ, Классические, говядина-свинина, 800г",547.75,249.99,800.0,г,55.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Пельмени ЦЕЗАРЬ, Классические, говядина-свинина, 800г",544.6,249.99,800.0,г,55.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Пельмени ЦЕЗАРЬ, Классические, говядина-свинина, 800г",545.31,249.99,800.0,г,55.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Пельмени ЦЕЗАРЬ, Классические, говядина-свинина, 800г",547.05,249.99,800.0,г,55.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Кофе NESCAFE® Голд Арома сублимированный растворимый, 85г",549.99,199.99,85.0,г,64.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Ветчина РУБЛЕВСКИЙ Для завтрака (Москворецкий), 400г",399.56,189.99,400.0,г,53.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Сосиски СЛИВОЧНЫЕ, ГОСТ (Великолукский МК), 650г",363.09,184.99,650.0,г,50.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Ассорти мясное ВЕЛКОМ Шейка/Балык/Бекон сырокопченый нарезка, 90г",279.59,105.99,90.0,г,63.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Окорок МЯСНИЦКИЙ РЯД копчено-вареный охлажденный, 300г",255.79,139.99,300.0,г,46.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Окорок МЯСНИЦКИЙ РЯД копчено-вареный охлажденный, 300г",254.99,139.99,300.0,г,46.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Сосиски СЛИВОЧНЫЕ, ГОСТ (Великолукский МК), 650г",362.09,184.99,650.0,г,49.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Палочки кукурузные КУЗЯ ЛАКОМКИН, в сахарной пудре, 140г",84.99,44.99,140.0,г,48.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Арахис SOLO NINA® со вкусом сыра, 130г",149.39,74.99,130.0,г,50.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Пельмени СИБИРСКАЯ КОЛЛЕКЦИЯ Классические говядина-свинина, 700г",610.19,259.99,700.0,г,58.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Колбаса МЯСНИЦКИЙ РЯД Докторская от шефа вареная, 470г",299.19,159.99,470.0,г,47.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Колбаса МЯСНИЦКИЙ РЯД Докторская от шефа вареная, 470г",297.19,159.99,470.0,г,47.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Колбаса МЯСНИЦКИЙ РЯД Докторская от шефа вареная, 470г",299.79,159.99,470.0,г,47.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Сервелат ПАПА МОЖЕТ Финский варено-копченый, 420г",342.79,149.99,420.0,г,57.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Карбонат ЮБИЛЕЙНЫЙ, варено-копченый (Семейные Секреты), 150г",121.49,99.99,150.0,г,18.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"МОРОЖЕНОЕ пломбир (НБН-Пломбир), 450г",261.99,209.99,450.0,г,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"КРЕВЕТКИ КОКТЕЙЛЬНЫЕ Очищенные (Агама Роял Гринланд), 300г",632.89,479.99,300.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Чай зеленый МАЙСКИЙ, 25 пакетиков",59.89,49.99,25.0,шт,17.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Масляная рыба БАЛТИЙСКИЙ БЕРЕГ холодного копчения филе кусочки, 200г",434.17,319.99,200.0,г,27.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Мармелад жевательный БОН ПАРИ, Медведи, 75г",75.5,49.99,75.0,г,34.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Йогурт ДАНИССИМО, Фантазия, соленая карамель, 6,9%, 105г",66.39,49.99,105.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Лапша РОЛЛТОН, яичная, 400г",97.39,69.99,400.0,г,29.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
"Приправа ИНДАНА для курицы, 15г",36.99,28.99,15.0,г,22.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,
