name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition
"Пюре HEINZ в ассортименте, 90 г",74.99,49.99,90.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Напиток ЗЕЛЁНАЯ ЛИНИЯ Домашний лимонад в ассортименте, 0,35 л",69.99,54.99,0.35,л,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Макаронные изделия MAKFA в ассортименте, 400-500 г",69.99,49.99,500.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Филе куриной грудки ЗЕЛЁНАЯ ЛИНИЯ гриль с чёрным перцем и чесноком; запечённое с прованскими травами, 182 г",209.99,174.99,182.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Кондиционер для белья SYNERGETIC в ассортименте, 1 л",249.99,179.99,1.0,л,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Сметана ЗЕЛЕНАЯ ЛИНИЯ 15%, 290 г",79.99,67.99,290.0,г,16.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Шоколад АПРИОРИ молочный фисташка-пекан-брусника; белый миндаль-фисташка-цукаты апельсина; горький малина-цукаты апельсина, 100 г",249.99,189.99,100.0,г,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Баклажаны MARKET COLLECTION с черносливом, 290 г",159.99,119.99,290.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Мицеллярная вода DOVE Увлажняющая, 240 мл",359.99,289.99,240.0,мл,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Сухари ЗЕЛЕНАЯ ЛИНИЯ Московские, 300 г",109.99,89.99,300.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Стейк МИРАТОРГ Tender Pork Мраморный из шейки свиной охлаждённый, 280 г",219.99,149.99,280.0,г,32.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Вино GOLUBITSKOE ESTATE Merlot красное сухое, 13,7%, 0,75 л (Россия)",999.0,849.99,0.75,л,15.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Сосиски МАРКЕТ ПЕРЕКРЁСТОК Молочные варёные, 500 г",279.0,214.99,500.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Напиток пивной ESSA в ассортименте 0-6,5%, 0,45 л (Россия)",79.99,69.99,0.45,л,13.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Конфеты желейные ПОБЕДА ВКУСА Всё и сразу, 100 г",61.9,39.99,100.0,г,36.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Оливки IBERICA без косточки, 170 г",119.99,79.99,170.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Макаронные изделия DELVERDE в ассортименте, 250-500 г",239.99,169.99,500.0,г,30.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Огурцы VEGDA соленые, 580 г",329.99,219.99,580.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Бренди CORTEL NAPOLEON 40%, 0,7 л (Франция)",1559.0,1299.0,0.7,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Сок; Нектар RICH вишня; апельсин; яблоко, 0,3 л",87.99,59.99,0.3,л,32.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Плоды манго SUN AND LIFE сушёные, 500 г",699.99,499.99,500.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Вино TRE STELLE BIANCO белое полусухое, 13%, 0,75 л (Италия)",999.0,759.99,0.75,л,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Водка РЕМЕСЛО ФЕРМЕРА выдержанная, 40%, 0,5 л (Россия)",449.99,319.99,0.5,л,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Колбаса СТАРОДВОРСКИЕ КОЛБАСЫ Вязанка классическая варёная, 500 г",279.99,179.99,500.0,г,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Тунец IBERICA филе-кусочки, 160 г",329.99,199.99,160.0,г,40.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Чай чёрный AKBAR Gold, 25х2 г",119.99,79.99,25.0,шт,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Вино MASSERIA DOPPIO PASSO Zinfandel красное полусухое, 15%, 0,75 л (Италия)",1319.0,1059.0,0.75,л,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Coyc AROY-D Tom Yum Paste кисло-сладкий, 50 г",119.99,79.99,50.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Колбаса МЯСНОЙ ДОМ БОРОДИНА Молочная варёная, 500 г",449.99,239.99,500.0,г,47.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Паста NUTELLA ореховая с добавлением какао, 180 г",299.99,229.99,180.0,г,24.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Крупа гречневая МАРКЕТ ПЕРЕКРЕСТОК ядрица, 400 г",77.99,64.99,400.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Мясо мидий POLAR 200/300, 500 г",349.0,249.99,500.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Водка SIBERIAN EXPRESS Особая, 40%, 0,7 л (Россия)",1599.0,1069.0,0.7,л,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Пюре ФРУТОНЯНЯ овощной крем-суп брокколи-цветная капуста- морковь; тыква-картофель-морковь, 200 г",63.99,52.99,200.0,г,18.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Напиток на основе виски NUCKY THOMPSON Apple Pie полусладкий, 35%, 0,7 л (Россия)",1049.0,879.99,0.7,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Печень говяжья охлаждённая, 1 кг",339.0,279.99,1.0,кг,18.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Тряпка для пола HOME STORY 50 60 см, 1 шт.",179.99,149.99,1.0,шт,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Вино MARADI Mukuzani красное сухое 13%, 0,75 л (Грузия)",699.0,519.99,0.75,л,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Фарш ИНДИЛАЙТ Деликатесный из мяса индейки охлаждённый, 450 г",239.99,199.99,450.0,г,17.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Сухарики ЗЕЛЁНАЯ ЛИНИЯ Белёвские классические; с яблоком; с черникой, 50 г",69.9,54.99,50.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Водка ЖУРАВУШКА Чистая, 40%, 0,5 л (Россия)",379.99,309.99,0.5,л,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,3,2022-10-17,
"Водка ЖУРАВУШКА Чистая, 40%, 0,5 л (Россия)",379.99,309.99,0.5,л,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Изделие кондитерское DR.OETKER Посыпка шоколадная, 10 г",41.99,29.99,10.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Вино JARDIN FLEURY Point Blauer Zweigelt красное сухое выдержанное, 13,5%, 0,75 л (Австрия)",1799.0,1099.0,0.75,л,39.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сливки ПРОСТОКВАШИНО ультрапастеризованные 20%, 350 г",199.99,159.99,350.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Ассорти сырокопчёных деликатесов ВЕЛКОМ Шейка + Балык + Бекон; Торро + Миланская + Бордо; Велкомовская + Брауншвейгская + Миланская, 150 г",269.99,199.99,150.0,г,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Печенье FOODCODE Кантуччини сдобное безглютеновое с арахисом и изюмом, 160 г",229.99,179.99,160.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сыр ЗЕЛёНАЯ ЛИНИЯ Халуми для жарки 50%, 200 г",249.99,184.99,200.0,г,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Шоколад BUCHERON в ассортименте, 100 г",329.99,249.99,100.0,г,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Макаронные изделия FOODCODE Паста льняная; чечевичная, 250 г",189.0,129.99,250.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Шоколад ВДОХНОВЕНИЕ в ассортименте, 100 г",159.99,99.99,100.0,г,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Смесь панировочная МАРКЕТ ПЕРЕКРЕСТОК классические; для мяса и птицы, 150 г",45.99,34.99,150.0,г,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сыр ARLA NATURA Сливочный лёгкий 30%, 400 г",479.99,299.99,400.0,г,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Масло сливочное LA PAULINA 82,5%, 180 г",319.99,239.99,180.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Чай чёрный ПРИНЦЕССА НУРИ Высокогорный, 100 х 2 г",249.99,169.99,100.0,шт,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Пиво ЗОЛОТАЯ БОЧКА светлое; Классическое светлое 4,7-5,2%, 0,45 л (Россия)",59.99,52.99,0.45,л,12.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Шоколад KINDER Chocolate молочный с молочной начинкой порционный, 100 г",149.99,109.99,100.0,г,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Шоколад RITTER SPORT Vegan тёмный миндаль-киноа; лесной орех-амарант; кувертюр с карамелизированным кунжутом, 100 г",229.99,149.99,100.0,г,35.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Кекс АЛАДУШКИН карамельный; лимонный, 350 г",174.99,109.99,350.0,г,38.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Капуста брокколи, 1 кг",309.9,269.99,1.0,кг,13.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Конфеты MALIBU кокосовые в шоколадной глазури, 100 г",75.99,54.99,100.0,г,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Кондитерское изделие ROYAL FOREST Carob Milk Bar миндаль; Vegan Bar обжаренный кэроб, 75 г",219.99,169.99,75.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Кофе MILAGRO Gold Roast натуральный растворимый, 95 г",329.99,249.99,95.0,г,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Шоколад ВОНМЕ тёмный шоколад с апельсиновой; малиновой; мятной начинкой 62%, 100 г",149.9,99.99,100.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Смесь для выпечки ПЕЧЕМ ДОМА Кекс Шоколадный, 300 г",104.99,79.99,300.0,г,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Водка БЕЛЫЙ НАЛИВ 40%, 0,5 л (Россия)",389.99,299.99,0.5,л,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Абрикосы VEGDA половинки в лёгком сиропе, 880 мл",349.99,279.99,880.0,мл,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Коньяк АИВАЗОВСКИЙ 5-летний армянский в подарочной упаковке, 40%, 0,5 л (Армения)",899.99,699.99,0.5,л,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Кофе JARDIN Dessert Cup в зёрнах; Cafe Eclair молотый, 250 г",499.0,299.99,250.0,г,40.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Конфеты FERRERO Collection Ассорти, 172,2 г",699.99,549.99,172.2,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Водка ЗИМНЯЯ ДЕРЕВЕНЬКА на солодовом спирте Альфа, 40%, 0,5 л (Россия)",349.0,309.99,0.5,л,12.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Конфеты CHUPA CHUPS mini ассорти вкусов карамель, 100 г",85.99,59.99,100.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Мусс для умывания DOVE Увлажняющий, 160 мл",529.99,369.99,160.0,мл,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Вино ANIMA ARISTOV Ancellotto Российское красное сухое; Muller Thurgau белое сухое, 11,5%, 0,75 л (Россия)",549.99,439.99,0.75,л,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сухой завтрак УХТЫШКИ Подушечки с молоком; с какао- начинкой, 250 г",109.99,79.99,250.0,г,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Вино MASI TUPUNGATO Passo Doble красное полусухое, 14%, 0,75 л (Аргентина)",1459.0,1199.0,0.75,л,18.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Пятновыводитель VANISH Oxi Action в ассортименте порошок, 500 г",399.99,279.99,500.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Салат Рукола, 125 г",129.9,99.99,125.0,г,24.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Кефир АВИДА 3,2%, 900 г",89.99,74.99,900.0,г,17.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Напиток КАЛИНОВ газированный в ассортименте, 0,5 л",59.99,44.99,0.5,л,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Джин WHITLEY NEILL со вкусом айвы; малины; ежевики; апельсина; красного апельсина, 43%, 0,2 л (Великобритания)",499.0,369.99,0.2,л,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сыр МАРКЕТ ПЕРЕКРЕСТОК Моцарелла для пиццы 45%, 250 г",239.99,189.99,250.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Конфеты САВИНОВ Хит с кокосом, 100 г",67.9,49.99,100.0,г,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сыр GALBANI Mozzarella 45%, 125 г",189.99,129.99,125.0,г,32.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сыр хрустящий CRINKLES запечённый; запечённый с чесноком, 18 г",129.99,89.99,18.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Икра ТОМТОМ из запечённых баклажан с вялеными томатами, 250 г",199.99,139.99,250.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Шампиньоны BONDUELLE Classique резаные, 425 мл",189.99,139.99,425.0,мл,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Биойогурт DANONE Активиа в ассортименте 2,9%, 130 г",53.99,44.99,130.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Паста MILKA ореховая с добавлением какао, 350 г",529.99,369.99,350.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сок IDEAS в ассортименте, 1 л",169.9,129.99,1.0,л,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Вино PIROVANO Costantino Collezione Salento Rosso Passito красное полусухое, 14,5%, 0,75 л (Италия)",849.0,669.99,0.75,л,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,4,2022-10-17,
"Сельдь БАЛТИЙСКИЙ БЕРЕГ По-царски филе-кусочки в масле; в масле с укропом; с дымком, 400 г",239.99,149.99,400.0,г,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино PIROVANO Costantino Collezione Salento Rosso Passito красное полусухое, 14,5%, 0,75 л (Италия)",849.0,669.99,0.75,л,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Говядина тазобедренная часть без кости охлаждённая, 1 кг",739.0,599.99,1.0,кг,19.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино ROSE DES PLAGES PREMIUM розовое сухое, 13%, 0,75 л (Франция)",849.0,669.99,0.75,л,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Творог МОЛОЧНЫЙ ЗНАК зернёный в сливках 5%, 330 г",109.99,89.99,330.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Яблоки сезонные, 1 кг",89.9,69.99,1.0,кг,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Паста ореховая с какао NUTELLA & Go! с хлебными палочками, 52 г",149.99,119.99,52.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Сыр ИПАТОВ. МАСТЕРСКАЯ СЫРА Камамбер с белой плесенью мягкий 50%, 125 г",429.99,339.99,125.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Коньяк СТАРЕЙШИНА In Single Barrel, 7-летний, 45%, 0,5 л (Россия)",1069.0,899.99,0.5,л,16.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вафельные трубочки DR GERARD с какао и сливочным; ореховым кремом, 112 г",75.99,59.99,112.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Напиток КАЛИНОВ ЛИМОНАД газированный в ассортименте, 1,5 л",74.99,54.99,1.5,л,27.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Печенье СЛАДЕНЬ ягодное, 200 г",249.99,199.99,200.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вода BORJOMI минеральная лечебно-столовая газированная, 0,5 л",79.99,64.99,0.5,л,19.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Шоколад ПОБЕДА ВКУСА горький 72% какао; молочный сливочный вишнёвый с кусочками вишни, 250 г",389.99,219.99,250.0,г,44.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Кофе JULIUS MEINL Prasident; Jubilaum Classic Collection в зёрнах, 250 г",579.99,379.99,250.0,г,35.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино LEONARDO Pinot Grigio delle Venezie белое сухое, 12%, 0,75 л (Италия)",979.99,789.99,0.75,л,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Чай чёрный MAITRE DE THE Мэтр де Люкс листовой, 100 г",449.99,349.99,100.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Хлопья МИСТРАЛЬ Дружба; Злаковый коктейль, 400 г",109.99,79.99,400.0,г,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Средство для стирки BIOMIO капсулы без запаха, 16 шт.",819.99,529.99,16.0,шт,36.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Конфеты ЗЕЛЁНАЯ ЛИНИЯ косовые; со вкусом манго, 90 г",134.99,109.99,90.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Пельмени ЗЕЛЁНАЯ ЛИНИЯ с индейкой; с говядиной и свининой, 800 г",519.9,409.99,800.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Молоко ПРОСТОКВАШИНО пастеризованное 2,5%, 930 мл",77.99,64.99,930.0,мл,17.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Йогурт LACTICA Греческий натуральный 4%, 120 г",59.99,49.99,120.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вареники МАРКЕТ ПЕРЕКРЕСТОК с картофелем и грибами, 450 г",139.99,99.99,450.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Молоко МОЛОЧНЫЙ ЗНАК ультрапастеризованное 3,2%, 973 мл",77.99,62.99,973.0,мл,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино ИНКЕРМАН Каберне красное сухое, 14%, 0,7 л (Россия)",389.99,329.99,0.7,л,16.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Сироп ЗЕЛЁНАЯ ЛИНИЯ финиковый, 240 г",229.99,169.99,240.0,г,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Пиво APOSTEL Weissbier светлое пшеничное нефильтрованное; Non Alcoholic 0-5,3%, 0,5 л (Германия)",139.0,99.99,0.5,л,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Пюре HEINZ кабачки, 80 г",79.99,59.99,80.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Сок MARKET COLLECTION из яблок сорта Гренни Смит, 250 мл",69.99,54.99,250.0,мл,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Огурцы ЛЮКС фасованные, 450 г",129.99,89.99,450.0,г,31.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино DOPPIO PASSO Puglia Primitivo красное полусладкое, 13%, 0,75 л (Италия)",1249.0,989.99,0.75,л,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Печенье БИСКОТТИ Ассорти, 345 г",269.99,209.99,345.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Чай LIPTON в ассортименте, 20 х1,5-1,8 г",119.99,79.99,1.8,г,34.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино El TERRA Fyi Red Blend красное сухое, 14,5%, 0,75 л (Испания)",1349.0,859.99,0.75,л,37.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Крупа пшеничная МИСТРАЛЬ Кускус, 450 г",169.99,109.99,450.0,г,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Майонез Я ЛЮБЛЮ ГОТОВИТЬ Московский Провансаль 67%, 900 мл",239.99,199.99,900.0,мл,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Вино PIROVANO Costantino Collezione Primitivo di Manduria красное сухое, 14,5%, 0,75 л (Италия)",939.99,739.99,0.75,л,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
"Томаты МАРКЕТ ПЕРЕКРЁСТОК резанные с базиликом; с луком и чесноком, 390 г",159.99,119.99,390.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,5,2022-10-17,
